GUID,GEOGID,GEOGDESC,Reference Geography,ED_GUID,ED_ID_STR,ED_ENGLISH,ED_GAEILGE,ED_OFFICIAL,LEA_GUID,CSO_LEA,LEA_ID,LEA_OFFICIAL,LA_GUID,LOCAL_AUTHORITY,LA_CODE,COUNTY,CONTAE,PROVINCE,NUTS3,NUTS3_NAME,NUTS2,NUTS2_NAME,NUTS1,NUTS1_NAME,Total - Females (Normalisation) ,Total - Males (Normalisation),Total Population (Normalisation),Occupied (Normalisation),Temporarily absent (Normalisation),Unoccupied holiday homes (Normalisation),Other vacant dwellings (Normalisation),Total dwellings (Normalisation),AREA,Area unit of measure,Shape__Area,Shape__Length,GUID,Professional workers - Males,Managerial and technical - Males,Non-manual - Males,Skilled manual - Males,Semi-skilled - Males,Unskilled - Males,All others gainfully occupied and unknown - Males,Total - Males,Professional workers - Females,Managerial and technical - Females,Non-manual - Females,Skilled manual - Females,Semi-skilled - Females,Unskilled - Females,All others gainfully occupied and unknown - Females,Total - Females,Professional workers - Total,Managerial and technical - Total,Non-manual - Total,Skilled manual - Total,Semi-skilled - Total,Unskilled - Total,All others gainfully occupied and unknown - Total,Total,ObjectId
2ae19629-21e2-13a3-e055-000000000001,2ae19629-21e2-13a3-e055-000000000001,MOGEELY,CSO ED-2022,2ae19629-21e2-13a3-e055-000000000001,047259,MOGEELY,MAIGH DHÍLE,Y,2ae19629-3f65-13a3-e055-000000000001,MIDLETON,1340402,Y,2ae19629-14a3-13a3-e055-000000000001,CORK COUNTY COUNCIL,CK,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,400,381,781,251,2,1,33,287,17791000,Sq Metres,17790891.9746094,27346.0618642452,2ae19629-21e2-13a3-e055-000000000001,35,115,58,71,45,23,34,381,26,134,84,44,46,19,47,400,61,249,142,115,91,42,81,781,1813
2ae19629-21e9-13a3-e055-000000000001,2ae19629-21e9-13a3-e055-000000000001,KILPHELAN,CSO ED-2022,2ae19629-21e9-13a3-e055-000000000001,047216,KILPHELAN,CILL FHAOLÁIN,Y,2ae19629-3f64-13a3-e055-000000000001,FERMOY,1340401,Y,2ae19629-14a3-13a3-e055-000000000001,CORK COUNTY COUNCIL,CK,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,283,274,557,191,0,3,12,206,21029000,Sq Metres,21028524.5252075,26213.4870770553,2ae19629-21e9-13a3-e055-000000000001,29,80,44,62,25,6,28,274,27,108,60,27,20,6,35,283,56,188,104,89,45,12,63,557,1814
2ae19629-21ec-13a3-e055-000000000001,2ae19629-21ec-13a3-e055-000000000001,TEMPLEBREEDY,CSO ED-2022,2ae19629-21ec-13a3-e055-000000000001,047303,TEMPLEBREEDY,TEAMPALL BRÍDE,Y,2ae19629-3f66-13a3-e055-000000000001,CARRIGALINE,1340403,Y,2ae19629-14a3-13a3-e055-000000000001,CORK COUNTY COUNCIL,CK,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,2316,2182,4498,1686,54,209,122,2071,12896000,Sq Metres,12896026.8609619,23179.1123190129,2ae19629-21ec-13a3-e055-000000000001,338,747,296,334,245,46,176,2182,297,940,414,158,230,42,235,2316,635,1687,710,492,475,88,411,4498,1815
2ae19629-21ee-13a3-e055-000000000001,2ae19629-21ee-13a3-e055-000000000001,BIRDSTOWN,CSO ED-2022,2ae19629-21ee-13a3-e055-000000000001,057015,BIRDSTOWN,BAILE NA NÉAN,Y,2ae19629-3f46-13a3-e055-000000000001,BUNCRANA,1350403,Y,2ae19629-14a4-13a3-e055-000000000001,DONEGAL COUNTY COUNCIL,DL,DONEGAL,Dún na nGall,Ulster,IE041,Border,IE04,Northern and Western,IE0,Ireland,675,649,1324,450,19,6,57,532,23964000,Sq Metres,23964266.0266113,26896.1885974958,2ae19629-21ee-13a3-e055-000000000001,37,171,93,128,96,28,96,649,40,220,107,65,114,21,108,675,77,391,200,193,210,49,204,1324,1816
2ae19629-21f5-13a3-e055-000000000001,2ae19629-21f5-13a3-e055-000000000001,TEMPLEMICHAEL,CSO ED-2022,2ae19629-21f5-13a3-e055-000000000001,047306,TEMPLEMICHAEL,TEAMPALL MICHÍL,Y,2ae19629-3f68-13a3-e055-000000000001,BANDON-KINSALE,1340405,Y,2ae19629-14a3-13a3-e055-000000000001,CORK COUNTY COUNCIL,CK,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,379,399,778,242,3,1,24,270,20499000,Sq Metres,20498841.211853,25036.7580222323,2ae19629-21f5-13a3-e055-000000000001,53,145,53,77,36,13,22,399,38,168,72,33,39,7,22,379,91,313,125,110,75,20,44,778,1817
2ae19629-2200-13a3-e055-000000000001,2ae19629-2200-13a3-e055-000000000001,BAUNMORE,CSO ED-2022,2ae19629-2200-13a3-e055-000000000001,097013,BAUNMORE,AN BÁBHÚN MÓR,Y,2ae19629-3f74-13a3-e055-000000000001,CASTLECOMER,1390400,Y,2ae19629-14a8-13a3-e055-000000000001,KILKENNY COUNTY COUNCIL,KK,KILKENNY,Cill Chainnigh,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,56,66,122,48,0,1,6,55,17397000,Sq Metres,17396748.6936646,24809.7915796279,2ae19629-2200-13a3-e055-000000000001,7,24,9,8,6,1,11,66,6,23,14,3,2,1,7,56,13,47,23,11,8,2,18,122,1818
2ae19629-2203-13a3-e055-000000000001,2ae19629-2203-13a3-e055-000000000001,KILTOMY,CSO ED-2022,2ae19629-2203-13a3-e055-000000000001,077115,KILTOMY,CILL TÓIME,Y,2ae19629-3f6b-13a3-e055-000000000001,LISTOWEL,1370400,Y,2ae19629-14a6-13a3-e055-000000000001,KERRY COUNTY COUNCIL,KY,KERRY,Ciarraí,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,214,211,425,164,2,6,32,204,16763000,Sq Metres,16763441.1284485,26974.2774727202,2ae19629-2203-13a3-e055-000000000001,11,60,33,46,23,14,24,211,9,59,36,26,29,3,52,214,20,119,69,72,52,17,76,425,1819
2ae19629-2204-13a3-e055-000000000001,2ae19629-2204-13a3-e055-000000000001,GRANGEMELLON,CSO ED-2022,2ae19629-2204-13a3-e055-000000000001,087042,GRANGEMELLON,GRÁINSEACH UÍ MHEALLÁIN,Y,2ae19629-3f72-13a3-e055-000000000001,ATHY,1380403,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,315,332,647,226,1,0,22,249,18358000,Sq Metres,18358441.9060059,25152.7483288614,2ae19629-2204-13a3-e055-000000000001,38,81,26,81,40,10,56,332,15,104,46,44,39,7,60,315,53,185,72,125,79,17,116,647,1820
2ae19629-2205-13a3-e055-000000000001,2ae19629-2205-13a3-e055-000000000001,HARRISTOWN,CSO ED-2022,2ae19629-2205-13a3-e055-000000000001,087043,HARRISTOWN,BAILE ANRAÍ,N,2ae19629-3f72-13a3-e055-000000000001,ATHY,1380403,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,227,252,479,157,1,0,8,166,20859000,Sq Metres,20858912.9664307,25135.0099622704,2ae19629-2205-13a3-e055-000000000001,17,57,40,52,44,12,30,252,17,66,47,23,37,6,31,227,34,123,87,75,81,18,61,479,1821
2ae19629-2208-13a3-e055-000000000001,2ae19629-2208-13a3-e055-000000000001,KILDANGAN,CSO ED-2022,2ae19629-2208-13a3-e055-000000000001,087049,KILDANGAN,CILL DAINGIN,N,2ae19629-3f73-13a3-e055-000000000001,KILDARE,1380404,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,379,357,736,241,7,0,17,265,15062000,Sq Metres,15062385.6391602,23143.6257997233,2ae19629-2208-13a3-e055-000000000001,40,121,50,62,52,1,31,357,36,148,71,32,52,0,40,379,76,269,121,94,104,1,71,736,1822
2ae19629-220a-13a3-e055-000000000001,2ae19629-220a-13a3-e055-000000000001,KILKEA,CSO ED-2022,2ae19629-220a-13a3-e055-000000000001,087051,KILKEA,CILL CHÁ,Y,2ae19629-3f72-13a3-e055-000000000001,ATHY,1380403,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,205,236,441,145,1,4,14,164,18237000,Sq Metres,18236731.8757629,23905.7750227242,2ae19629-220a-13a3-e055-000000000001,35,72,24,49,20,15,21,236,15,65,41,28,21,9,26,205,50,137,65,77,41,24,47,441,1823
2ae19629-220c-13a3-e055-000000000001,2ae19629-220c-13a3-e055-000000000001,BOOLYGLASS,CSO ED-2022,2ae19629-220c-13a3-e055-000000000001,097015,BOOLYGLASS,AN BHUAILE GHLAS,Y,2ae19629-3f77-13a3-e055-000000000001,CALLAN-THOMASTOWN,1390403,Y,2ae19629-14a8-13a3-e055-000000000001,KILKENNY COUNTY COUNCIL,KK,KILKENNY,Cill Chainnigh,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,73,82,155,51,0,0,3,54,12581000,Sq Metres,12581011.7350159,21981.608751854,2ae19629-220c-13a3-e055-000000000001,10,18,14,13,14,0,13,82,7,25,11,10,7,0,13,73,17,43,25,23,21,0,26,155,1824
2ae19629-220d-13a3-e055-000000000001,2ae19629-220d-13a3-e055-000000000001,BRAMBLESTOWN,CSO ED-2022,2ae19629-220d-13a3-e055-000000000001,097016,BRAMBLESTOWN,BAILE AN BHRAMAILIGH,Y,2ae19629-3f77-13a3-e055-000000000001,CALLAN-THOMASTOWN,1390403,Y,2ae19629-14a8-13a3-e055-000000000001,KILKENNY COUNTY COUNCIL,KK,KILKENNY,Cill Chainnigh,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,141,150,291,84,1,2,7,94,13212000,Sq Metres,13211624.9942322,23170.0528258366,2ae19629-220d-13a3-e055-000000000001,31,54,18,17,12,6,12,150,28,67,23,1,9,2,11,141,59,121,41,18,21,8,23,291,1825
2ae19629-2212-13a3-e055-000000000001,2ae19629-2212-13a3-e055-000000000001,KILCOCK,CSO ED-2022,2ae19629-2212-13a3-e055-000000000001,087047,KILCOCK,CILL CHOCA,Y,2ae19629-3f6f-13a3-e055-000000000001,MAYNOOTH,1380400,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,4582,4314,8896,2855,42,2,124,3023,16410000,Sq Metres,16410004.5181885,28279.6221830645,2ae19629-2212-13a3-e055-000000000001,480,1456,524,734,399,136,585,4314,415,1762,906,346,397,114,642,4582,895,3218,1430,1080,796,250,1227,8896,1826
2ae19629-2213-13a3-e055-000000000001,2ae19629-2213-13a3-e055-000000000001,KILCULLEN,CSO ED-2022,2ae19629-2213-13a3-e055-000000000001,087048,KILCULLEN,CILL CHUILLINN,Y,2ae19629-3ef4-13a3-e055-777770000001,NEWBRIDGE,1380407,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,1881,1814,3695,1255,17,1,50,1323,17864000,Sq Metres,17864465.9128113,22165.3537003349,2ae19629-2213-13a3-e055-000000000001,152,608,247,350,219,39,199,1814,136,725,387,144,216,36,237,1881,288,1333,634,494,435,75,436,3695,1827
2ae19629-2215-13a3-e055-000000000001,2ae19629-2215-13a3-e055-000000000001,KILLASHEE,CSO ED-2022,2ae19629-2215-13a3-e055-000000000001,087053,KILLASHEE,CILL UASAILLE,Y,2ae19629-3f71-13a3-e055-000000000001,NAAS,1380402,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,219,212,431,131,2,0,10,143,13878000,Sq Metres,13878030.2485657,26318.3542529547,2ae19629-2215-13a3-e055-000000000001,43,65,24,34,11,2,33,212,29,99,35,12,10,2,32,219,72,164,59,46,21,4,65,431,1828
2ae19629-2216-13a3-e055-000000000001,2ae19629-2216-13a3-e055-000000000001,KILLINTHOMAS,CSO ED-2022,2ae19629-2216-13a3-e055-000000000001,087054,KILLINTHOMAS,COILLÍN TOMÁIS,Y,2ae19629-3f73-13a3-e055-000000000001,KILDARE,1380404,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,202,183,385,121,3,0,2,126,15013000,Sq Metres,15013459.2941284,24196.3618515733,2ae19629-2216-13a3-e055-000000000001,27,52,25,39,21,5,14,183,13,87,36,22,23,4,17,202,40,139,61,61,44,9,31,385,1829
2ae19629-2217-13a3-e055-000000000001,2ae19629-2217-13a3-e055-000000000001,KILMEAGE NORTH,CSO ED-2022,2ae19629-2217-13a3-e055-000000000001,087055,KILMEAGE NORTH,CILL MAODHÓG THUAIDH,Y,2ae19629-3ef4-13a3-e055-999880000001,CLANE,1380405,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,1361,1346,2707,866,19,3,38,926,22575000,Sq Metres,22575127.9154663,23509.5485260397,2ae19629-2217-13a3-e055-000000000001,76,302,169,402,184,63,150,1346,62,382,320,200,162,46,189,1361,138,684,489,602,346,109,339,2707,1830
2ae19629-221a-13a3-e055-000000000001,2ae19629-221a-13a3-e055-000000000001,DROMMARTIN,CSO ED-2022,2ae19629-221a-13a3-e055-000000000001,077069,DROMMARTIN,DROM MÁIRTÍN,Y,2ae19629-3f6b-13a3-e055-000000000001,LISTOWEL,1370400,Y,2ae19629-14a6-13a3-e055-000000000001,KERRY COUNTY COUNCIL,KY,KERRY,Ciarraí,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,256,283,539,187,4,8,25,224,17807000,Sq Metres,17806577.7189331,25619.3617357219,2ae19629-221a-13a3-e055-000000000001,24,80,36,59,45,11,28,283,18,92,55,24,38,10,19,256,42,172,91,83,83,21,47,539,1831
2ae19629-221d-13a3-e055-000000000001,2ae19629-221d-13a3-e055-000000000001,TEERANEARAGH,CSO ED-2022,2ae19629-221d-13a3-e055-000000000001,077159,TEERANEARAGH,TRIAN IARTHACH,Y,2ae19629-3f6e-13a3-e055-000000000001,KENMARE,1370403,Y,2ae19629-14a6-13a3-e055-000000000001,KERRY COUNTY COUNCIL,KY,KERRY,Ciarraí,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,133,164,297,128,0,38,34,200,26377000,Sq Metres,26376924.1924133,28508.931097035,2ae19629-221d-13a3-e055-000000000001,11,41,16,36,21,11,28,164,4,53,18,10,22,4,22,133,15,94,34,46,43,15,50,297,1832
2ae19629-2221-13a3-e055-000000000001,2ae19629-2221-13a3-e055-000000000001,KILPATRICK,CSO ED-2022,2ae19629-2221-13a3-e055-000000000001,087057,KILPATRICK,CILL PHÁDRAIG,Y,2ae19629-3ef4-13a3-e055-999880000001,CLANE,1380405,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,477,441,918,303,3,1,14,321,20545000,Sq Metres,20545175.1335754,25266.4239590203,2ae19629-2221-13a3-e055-000000000001,10,72,58,158,70,25,48,441,10,128,88,99,80,15,57,477,20,200,146,257,150,40,105,918,1833
2ae19629-2222-13a3-e055-000000000001,2ae19629-2222-13a3-e055-000000000001,KILRAINY,CSO ED-2022,2ae19629-2222-13a3-e055-000000000001,087058,KILRAINY,CILL RÍONAÍ,Y,2ae19629-3ef4-13a3-e055-999880000001,CLANE,1380405,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,388,385,773,239,2,0,16,257,21574000,Sq Metres,21574069.4649963,23720.9738485358,2ae19629-2222-13a3-e055-000000000001,44,115,49,102,33,22,20,385,36,134,78,39,52,20,29,388,80,249,127,141,85,42,49,773,1834
2ae19629-2223-13a3-e055-000000000001,2ae19629-2223-13a3-e055-000000000001,KILRUSH,CSO ED-2022,2ae19629-2223-13a3-e055-000000000001,087059,KILRUSH,CILL ROIS,Y,2ae19629-3f72-13a3-e055-000000000001,ATHY,1380403,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,357,341,698,223,3,0,8,234,18003000,Sq Metres,18003081.7887573,24961.9406613744,2ae19629-2223-13a3-e055-000000000001,39,95,51,60,35,11,50,341,26,110,92,34,35,3,57,357,65,205,143,94,70,14,107,698,1835
2ae19629-2224-13a3-e055-000000000001,2ae19629-2224-13a3-e055-000000000001,DROMORE,CSO ED-2022,2ae19629-2224-13a3-e055-000000000001,077070,DROMORE,AN DROM MÓR,Y,2ae19629-3f6e-13a3-e055-000000000001,KENMARE,1370403,Y,2ae19629-14a6-13a3-e055-000000000001,KERRY COUNTY COUNCIL,KY,KERRY,Ciarraí,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,159,149,308,121,4,34,32,191,20978000,Sq Metres,20977648.9433136,25098.5311347106,2ae19629-2224-13a3-e055-000000000001,16,53,20,22,10,8,20,149,10,47,32,18,12,12,28,159,26,100,52,40,22,20,48,308,1836
2ae19629-222a-13a3-e055-000000000001,2ae19629-222a-13a3-e055-000000000001,URLEE,CSO ED-2022,2ae19629-222a-13a3-e055-000000000001,077164,URLEE,URLAÍ,Y,2ae19629-3f6b-13a3-e055-000000000001,LISTOWEL,1370400,Y,2ae19629-14a6-13a3-e055-000000000001,KERRY COUNTY COUNCIL,KY,KERRY,Ciarraí,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,193,183,376,148,2,7,34,191,12609000,Sq Metres,12609381.0245972,22260.2313975483,2ae19629-222a-13a3-e055-000000000001,15,44,21,46,27,9,21,183,15,53,33,26,27,8,31,193,30,97,54,72,54,17,52,376,1837
2ae19629-222b-13a3-e055-000000000001,2ae19629-222b-13a3-e055-000000000001,KILTEEL,CSO ED-2022,2ae19629-222b-13a3-e055-000000000001,087060,KILTEEL,CILL CHÉILE,Y,2ae19629-3f71-13a3-e055-000000000001,NAAS,1380402,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,313,325,638,205,6,0,6,217,17480000,Sq Metres,17480333.3125916,27472.6511365764,2ae19629-222b-13a3-e055-000000000001,49,123,38,67,26,8,14,325,36,132,67,37,22,2,17,313,85,255,105,104,48,10,31,638,1838
2ae19629-222d-13a3-e055-000000000001,2ae19629-222d-13a3-e055-000000000001,LADYTOWN,CSO ED-2022,2ae19629-222d-13a3-e055-000000000001,087062,LADYTOWN,BAILE NA MNÁ MAITHE,Y,2ae19629-3ef4-13a3-e055-777770000001,NEWBRIDGE,1380407,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,499,491,990,313,9,1,22,345,20112000,Sq Metres,20111864.9866943,25645.0452167521,2ae19629-222d-13a3-e055-000000000001,89,208,58,67,27,8,34,491,76,251,73,28,28,6,37,499,165,459,131,95,55,14,71,990,1839
2ae19629-2232-13a3-e055-000000000001,2ae19629-2232-13a3-e055-000000000001,ENNISMORE,CSO ED-2022,2ae19629-2232-13a3-e055-000000000001,077076,ENNISMORE,INIS MÓR,Y,2ae19629-3f6b-13a3-e055-000000000001,LISTOWEL,1370400,Y,2ae19629-14a6-13a3-e055-000000000001,KERRY COUNTY COUNCIL,KY,KERRY,Ciarraí,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,275,284,559,221,6,10,35,272,17992000,Sq Metres,17991679.9393616,26856.6533616033,2ae19629-2232-13a3-e055-000000000001,14,72,19,74,46,21,38,284,13,76,44,22,54,11,55,275,27,148,63,96,100,32,93,559,1840
2ae19629-2236-13a3-e055-000000000001,2ae19629-2236-13a3-e055-000000000001,LAHARD,CSO ED-2022,2ae19629-2236-13a3-e055-000000000001,077122,LAHARD,AN LEATHARD,Y,2ae19629-3f6d-13a3-e055-000000000001,KILLARNEY,1370402,Y,2ae19629-14a6-13a3-e055-000000000001,KERRY COUNTY COUNCIL,KY,KERRY,Ciarraí,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,353,388,741,263,6,17,30,316,19126000,Sq Metres,19126413.7450256,26179.4486935998,2ae19629-2236-13a3-e055-000000000001,59,144,53,61,41,7,23,388,41,154,78,21,28,9,22,353,100,298,131,82,69,16,45,741,1841
2ae19629-2237-13a3-e055-000000000001,2ae19629-2237-13a3-e055-000000000001,LEITRIM,CSO ED-2022,2ae19629-2237-13a3-e055-000000000001,077123,LEITRIM,LIATROIM,Y,2ae19629-3f6b-13a3-e055-000000000001,LISTOWEL,1370400,Y,2ae19629-14a6-13a3-e055-000000000001,KERRY COUNTY COUNCIL,KY,KERRY,Ciarraí,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,283,277,560,194,4,14,24,236,19715000,Sq Metres,19714510.3265381,27631.2214591609,2ae19629-2237-13a3-e055-000000000001,21,90,31,66,39,8,22,277,26,111,52,22,36,6,30,283,47,201,83,88,75,14,52,560,1842
2ae19629-2238-13a3-e055-000000000001,2ae19629-2238-13a3-e055-000000000001,LICKEEN,CSO ED-2022,2ae19629-2238-13a3-e055-000000000001,077124,LICKEEN,AN LICÍN,Y,2ae19629-3f6e-13a3-e055-000000000001,KENMARE,1370403,Y,2ae19629-14a6-13a3-e055-000000000001,KERRY COUNTY COUNCIL,KY,KERRY,Ciarraí,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,47,52,99,38,1,7,14,60,34949000,Sq Metres,34948560.5417328,28255.2113327765,2ae19629-2238-13a3-e055-000000000001,6,11,8,8,11,4,4,52,8,7,9,8,6,4,5,47,14,18,17,16,17,8,9,99,1843
2ae19629-223f-13a3-e055-000000000001,2ae19629-223f-13a3-e055-000000000001,LULLYMORE,CSO ED-2022,2ae19629-223f-13a3-e055-000000000001,087065,LULLYMORE,LOILÍOCH MÓR,Y,2ae19629-3ef4-13a3-e055-999880000001,CLANE,1380405,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,94,107,201,66,2,0,2,70,21499000,Sq Metres,21498716.6611023,22092.2543208171,2ae19629-223f-13a3-e055-000000000001,5,30,12,29,11,2,18,107,7,27,23,14,8,1,14,94,12,57,35,43,19,3,32,201,1844
2ae19629-2245-13a3-e055-000000000001,2ae19629-2245-13a3-e055-000000000001,LISLAUGHTIN,CSO ED-2022,2ae19629-2245-13a3-e055-000000000001,077125,LISLAUGHTIN,LIOS LAICHTÍN,Y,2ae19629-3f6b-13a3-e055-000000000001,LISTOWEL,1370400,Y,2ae19629-14a6-13a3-e055-000000000001,KERRY COUNTY COUNCIL,KY,KERRY,Ciarraí,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,277,275,552,232,4,27,54,317,25626000,Sq Metres,25626076.8610229,26443.7058519071,2ae19629-2245-13a3-e055-000000000001,28,68,32,65,34,17,31,275,23,81,59,27,39,7,41,277,51,149,91,92,73,24,72,552,1845
2ae19629-2246-13a3-e055-000000000001,2ae19629-2246-13a3-e055-000000000001,LISSELTON,CSO ED-2022,2ae19629-2246-13a3-e055-000000000001,077126,LISSELTON,LIOS EILTÍN,Y,2ae19629-3f6b-13a3-e055-000000000001,LISTOWEL,1370400,Y,2ae19629-14a6-13a3-e055-000000000001,KERRY COUNTY COUNCIL,KY,KERRY,Ciarraí,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,182,166,348,129,0,8,28,165,20950000,Sq Metres,20950217.3547974,22542.4883620763,2ae19629-2246-13a3-e055-000000000001,8,56,25,35,24,3,15,166,12,64,39,21,21,3,22,182,20,120,64,56,45,6,37,348,1846
2ae19629-224a-13a3-e055-000000000001,2ae19629-224a-13a3-e055-000000000001,BALLYMORE EUSTACE,CSO ED-2022,2ae19629-224a-13a3-e055-000000000001,087006,BALLYMORE EUSTACE,AN BAILE MÓR,Y,2ae19629-3f71-13a3-e055-000000000001,NAAS,1380402,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,812,777,1589,580,14,8,48,650,17046000,Sq Metres,17045589.8035889,22872.7941602349,2ae19629-224a-13a3-e055-000000000001,83,238,103,173,77,30,73,777,80,291,177,69,85,11,99,812,163,529,280,242,162,41,172,1589,1847
2ae19629-224b-13a3-e055-000000000001,2ae19629-224b-13a3-e055-000000000001,BALLYNADRUMNY,CSO ED-2022,2ae19629-224b-13a3-e055-000000000001,087007,BALLYNADRUMNY,BAILE NA DROIMNÍ,Y,2ae19629-3ef4-13a3-e055-999880000001,CLANE,1380405,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,270,310,580,213,4,0,25,242,19592000,Sq Metres,19591925.0435791,22266.8853838349,2ae19629-224b-13a3-e055-000000000001,29,80,38,65,33,17,48,310,22,80,57,24,31,5,51,270,51,160,95,89,64,22,99,580,1848
2ae19629-224d-13a3-e055-000000000001,2ae19629-224d-13a3-e055-000000000001,MOONE,CSO ED-2022,2ae19629-224d-13a3-e055-000000000001,087068,MOONE,MAOIN,Y,2ae19629-3f72-13a3-e055-000000000001,ATHY,1380403,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,239,263,502,174,4,1,12,191,17550000,Sq Metres,17550411.5151367,25178.8645745765,2ae19629-224d-13a3-e055-000000000001,34,81,36,45,35,3,29,263,25,94,49,20,25,0,26,239,59,175,85,65,60,3,55,502,1849
2ae19629-224e-13a3-e055-000000000001,2ae19629-224e-13a3-e055-000000000001,MORRISTOWNBILLER,CSO ED-2022,2ae19629-224e-13a3-e055-000000000001,087069,MORRISTOWNBILLER,BAILE MHUIRIS,Y,2ae19629-3ef4-13a3-e055-777770000001,NEWBRIDGE,1380407,Y,2ae19629-14a7-13a3-e055-000000000001,KILDARE COUNTY COUNCIL,KE,KILDARE,Cill Dara,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,8160,7947,16107,5312,78,5,271,5666,17066000,Sq Metres,17065565.2342834,25944.0573961057,2ae19629-224e-13a3-e055-000000000001,669,2314,1180,1512,971,253,1048,7947,607,2617,1906,716,989,252,1073,8160,1276,4931,3086,2228,1960,505,2121,16107,1850
